cn_id,hateSpeech,counterSpeech,split,cn_keyword,num_cn_keyword,hs_keyword,num_hs_keyword,num_doc_retrieved
ITT1ST0011HS0062CN000190T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,"The fundamentalists of all religions, want to kill all those who do not believe in their god.",train,"god, religions, fundamentalists",3,"fanaticism, god, Islam, Muslims",4,67561
ITT1ST0011HS0062CN000191T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,"No, it is not true.",train,nan,0,"fanaticism, god, Islam, Muslims",4,0
ITT1ST0011HS0062CN000192T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,The fanatics are a small minority.,train,"small minority, fanatics",2,"fanaticism, god, Islam, Muslims",4,0
ITT1ST0011HS0062CN000193T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,"It is a hoax. Do not be persuaded by this crap, all the holy books, including the Bible, have very violent passages. The vast majority of believers want to live in peace, not be swayed by a few violent.",train,"majority of believers, vast majority, violent passages, holy books, violent",5,"fanaticism, god, Islam, Muslims",4,102324
ITT1ST0011HS0062CN000194T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,"Their god is the same as ours, do you know? Islam recognizes Jesus as a prophet, Muhammad's predecessor.",train,"Muhammad 's predecessor, god, Jesus, Islam, prophet",5,"fanaticism, god, Islam, Muslims",4,73914
ITT1ST0011HS0062CN000195T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,"So we'll go towards a war of all against all, that's what you preach?",train,war,1,"fanaticism, god, Islam, Muslims",4,179503
ITT1ST0011HS0062CN000196T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,"There are some Islamic fanatics, just as there are some Christian or Hindu fanatics. An entire religion cannot be condemned for this.",train,"islamic fanatics, entire religion, Hindu fanatics, Christian",4,"fanaticism, god, Islam, Muslims",4,88714
ITT1ST0011HS0062CN000197T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,"Islam has proven itself much more tolerant of Christianity, whereas Christians imposed conversion in the conquered territories, the Muslims did this thing much more rarely.",train,"Christianity, thing, territories, Islam, christians",5,"fanaticism, god, Islam, Muslims",4,243655
ITT1ST0011HS0062CN000198T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,It does not result anywhere that Muslims want to convert or kill Italians. Crusades and colonialism with mass murder were atually made by Christians.,train,"colonialism with mass murder, Italians, christians, crusades, Muslims",5,"fanaticism, god, Islam, Muslims",4,71977
ITT1ST0011HS0062CN000199T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,The Koran clearly says that Christians and Jews should be respected.,train,"Koran, christians, jews",3,"fanaticism, god, Islam, Muslims",4,75391
ITT1ST0011HS0062CN000200T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,"There are also many tolerant Muslims, they are not all fundamentalists.",train,"many tolerant Muslims, fundamentalists",2,"fanaticism, god, Islam, Muslims",4,66267
ITT1ST0011HS0062CN000201T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,"Good evening, in Italy there are about 1,400,000 Muslims, but I do not think they are all criminals. Actually, the vast majority are an excellent example of great coexistence among people of different religions.",train,"example of great coexistence, coexistence among people, vast majority, people of different religions, excellent example",5,"fanaticism, god, Islam, Muslims",4,76587
ITT1ST0011HS0062CN000202T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,"Islamic fanaticism exists, as well as fanaticism exists in all faiths, religious or not. Not all Muslims are fanatics.",train,"islamic fanaticism, fanaticism, religious, faiths, fanatics",5,"fanaticism, god, Islam, Muslims",4,90077
ITT1ST0011HS0062CN000203T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,Fanaticism exists in all religions.,train,"Fanaticism, religions",2,"fanaticism, god, Islam, Muslims",4,0
ITT1ST0011HS0062CN000204T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,"Muslims are people who believe in Islam, they follow their religion and do not impose anything on anyone. Perhaps you refer to ISIS.",train,"anything on anyone, religion, people, Isis, Islam",5,"fanaticism, god, Islam, Muslims",4,582757
ITT1ST0011HS0062CN000205T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,"Is fanatics that create divisions so radical. Are statements like these that generate violence and make us less safe, think twice before saying things that are untrue and dangerous.",train,"violence, untrue, things, radical, divisions",5,"fanaticism, god, Islam, Muslims",4,329232
ITT1ST0011HS0062CN000206T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,The existence of some fanatics cannot make us throw the baby out with the bathwater. It would be like saying all Italians are mobsters.,train,"existence, mobsters, bathwater, Italians, fanatics",5,"fanaticism, god, Islam, Muslims",4,85475
ITT1ST0011HS0062CN000207T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,The Koran punishes murder.,train,"Koran, murder",2,"fanaticism, god, Islam, Muslims",4,0
ITT1ST0011HS0062CN000208T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,"Good evening, then all women, men and children of the Muslim faith have the aim to kill us? Where did you read this thesis?",train,"muslim faith, good evening, women, aim, children",5,"fanaticism, god, Islam, Muslims",4,286649
ITT1ST0011HS0062CN000209T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,But do you know this religion or a Muslim? Do you know that many Italians are muslim too? And it does not seem to me that they are all lethal terrorists.,train,"muslim, lethal terrorists, many Italians, religion",4,"fanaticism, god, Islam, Muslims",4,89123
ITT1ST0011HS0062CN000210T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,"The radicalization is a complex problem, does not depend just on the characteristics of the Muslim religion.",train,"radicalization, muslim religion, complex problem",3,"fanaticism, god, Islam, Muslims",4,66554
ITT1ST0011HS0062CN000211T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,Muslims in general do not impose their religion by force. Christians did this thing more often.,train,"religion by force, thing, christians, Muslims",4,"fanaticism, god, Islam, Muslims",4,238365
ITT1ST0011HS0062CN000212T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,"Islam is one of the major religions, there is also open dialogue with Christianity. Fanaticism is not exclusive to Islam.",train,"dialogue with Christianity, Fanaticism, Islam, open dialogue, major religions",5,"fanaticism, god, Islam, Muslims",4,66162
ITT1ST0011HS0062CN000213T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,"Islam has many faces, just like Christianity. The majority of Muslims live their faith in a way fully compatible with the life of our communities and they do not intend to kill anyone.",train,"majority of Muslims, compatible with the life, Christianity, many faces, Islam",5,"fanaticism, god, Islam, Muslims",4,67888
ITT1ST0011HS0062CN000214T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,Did you know that the major victims of Islamic terrorism are exactly the Muslims?,train,"victims of islamic terrorism, major victims, Muslims",3,"fanaticism, god, Islam, Muslims",4,65893
ITT1ST0011HS0062CN000215T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,"In the terrorist attacks, people die, without distinction of who they are, regardless of their religion, whether Catholic or Muslim or atheist. Islam is not terrorism.",train,"terrorism, distinction, terrorist attacks, religion, people",5,"fanaticism, god, Islam, Muslims",4,590014
ITT1ST0011HS0062CN000216T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,"It seems to me that you throw the baby out with the bathwater. Fanatics and thugs are everywhere, but that's not enough to say that all of them are!",train,"thugs, bathwater, fanatics, baby",4,"fanaticism, god, Islam, Muslims",4,114053
ITT1ST0011HS0062CN000217T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,"The Islam is tolerance, history teach that to us.",train,"tolerance, history, Islam",3,"fanaticism, god, Islam, Muslims",4,0
ITT1ST0011HS0062CN000218T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,"The percentage of people who kill to impose their religion is far too low, minimal to be able to generalize well.",train,"percentage of people, religion",2,"fanaticism, god, Islam, Muslims",4,78166
ITT1ST0011HS0062CN000219T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,"You could say the same of Christianity, just look at the history.",train,"Christianity, history",2,"fanaticism, god, Islam, Muslims",4,206885
ITT1ST0011HS0062CN000220T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,Have you read the Koran? I think that you speak using stereotypes.,train,"Koran, stereotypes",2,"fanaticism, god, Islam, Muslims",4,70682
ITT1ST0011HS0062CN000221T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,Yes. And Mickey Mouse wants to shoot Pluto! But go and tell this to the Beagle Boys.,train,"Beagle Boys, Mickey Mouse, Pluto",3,"fanaticism, god, Islam, Muslims",4,67787
ITT1ST0011HS0062CN000222T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,Fortunately there are few who have such a fanatical and crazy interpretation of Islam.,train,"interpretation of Islam, crazy interpretation, fanatical",3,"fanaticism, god, Islam, Muslims",4,66615
ITT1ST0011HS0062CN000223T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,Do not confuse the alleged religious who kill in the name of their faith with those who regularly and peacefully practice their religion.,train,"religion, religious, alleged, faith",4,"fanaticism, god, Islam, Muslims",4,147870
ITT1ST0011HS0062CN000224T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,But have you studied Islam?,train,Islam,1,"fanaticism, god, Islam, Muslims",4,0
ITT1ST0011HS0062CN000225T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,"The Sufis are Islamic, a particularly loving trend and linked to the arts such as music, dance and poetry. Nothing to do with murder.",train,"dance, loving trend, arts, poetry, music",5,"fanaticism, god, Islam, Muslims",4,186682
ITT1ST0011HS0062CN000226T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,"Islam is very similar to Christianity, and as such it is not exempt from extremists strains, for example, as the anger of the other side of the Channel.",train,"Christianity, extremists strains, other side, anger, exempt",5,"fanaticism, god, Islam, Muslims",4,105496
ITT1ST0011HS0062CN000227T1,Islam is fanaticism. Muslims want to kill all who do not believe in their god.,"Islam is a peaceful religion, not fanaticism. Isis is fanaticism, and I would like to point out that the first victims are Muslims.",train,"fanaticism, first victims, peaceful religion, Isis, Islam",5,"fanaticism, god, Islam, Muslims",4,75300
ITT1ST0013HS0013CN000244T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"Perhaps, you will not agree with what I write, but Muslims are like Christians, stratified and differentiated, poor, very poor, rich, educated, uneducated, a mixture of many different people, as in every community after all; communities and societies are not monolithic; where I come from we would say that 'the world is a village'.",train,"many different people, village, community, mixture, monolithic",5,"die of diseases, Middle Age, Islamic, death",4,272624
ITT1ST0013HS0013CN000245T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"Middle Ages, in what sense? How does the reception of a different culture take us back? Racist narrow-mindedness is medieval.",train,"racist narrow-mindedness, reception, different culture, Middle Ages, sense",5,"die of diseases, Middle Age, Islamic, death",4,255732
ITT1ST0013HS0013CN000246T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,No Muslim intend to impose his own culture to Italians.,train,"own culture, Italians, muslim",3,"die of diseases, Middle Age, Islamic, death",4,168807
ITT1ST0013HS0013CN000247T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"There are no correlations between migrants and diseases, the director of the health board 2 of Rome says this. Http://espresso.repubblica.it/inchieste/2018/01/03/news/migranti-e-salute-basta-bufale-ecco-tutto-quello-che-bisogna-sapere-1.316458.",train,"correlations between migrants, health board, Rome, director, diseases",5,"die of diseases, Middle Age, Islamic, death",4,301152
ITT1ST0013HS0013CN000248T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"It makes no sense to refer to Muslims as a unique and compact group, there is no 'Islamic' territorial entity.",train,"territorial entity, compact group, sense, Islamic, Muslims",5,"die of diseases, Middle Age, Islamic, death",4,252693
ITT1ST0013HS0013CN000249T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"If we will die of eradicated diseases, the fault will be on who is doing the campaign against the vaccine.",train,"vaccine, campaign, diseases, fault",4,"die of diseases, Middle Age, Islamic, death",4,283726
ITT1ST0013HS0013CN000250T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"It seems to me an excessive alarmist statement, with no connection to reality.",train,"excessive alarmist statement, reality",2,"die of diseases, Middle Age, Islamic, death",4,209879
ITT1ST0013HS0013CN000251T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,If I want to make a trip to an Arab country I'm not asked to make any vaccine because there aren't different diseases from ours.,train,"Arab country, different diseases, trip, vaccine",4,"die of diseases, Middle Age, Islamic, death",4,204825
ITT1ST0013HS0013CN000252T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"Islam is a religion similar to Christianity, as much open. The extremisms are present in all religions.",train,"present in all religions, Christianity, much open, religion, extremisms",5,"die of diseases, Middle Age, Islamic, death",4,169566
ITT1ST0013HS0013CN000253T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,Even the Muslims have the right to practice their religion.,train,"religion, Muslims",2,"die of diseases, Middle Age, Islamic, death",4,173787
ITT1ST0013HS0013CN000254T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,Of what diseases do you speak about in particular? I am not aware that there is a study that actually demonstrates this link between foreign citizens and the increase of these alleged diseases.,train,"link between foreign citizens, alleged diseases, diseases, study, aware",5,"die of diseases, Middle Age, Islamic, death",4,258014
ITT1ST0013HS0013CN000255T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"There is no danger of starving for 18,000 disembarkation a year, don't worry.",train,"disembarkation, starving, year, danger",4,"die of diseases, Middle Age, Islamic, death",4,687086
ITT1ST0013HS0013CN000256T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"Look, the news of the diseases brought by migrants is fake news. These are wrong preconceptions.",train,"fake news, wrong preconceptions, news, look, migrants",5,"die of diseases, Middle Age, Islamic, death",4,547607
ITT1ST0013HS0013CN000257T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"Do you have statistics, which can make us worry, that we do not know?",train,statistics,1,"die of diseases, Middle Age, Islamic, death",4,171445
ITT1ST0013HS0013CN000258T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"If you refer to the young men and girls who emigrate from African countries, I would like to remind you that many are Christian. Immigration also does not lead to an increase in diseases.",train,"increase in diseases, Immigration, african countries, young men, Christian",5,"die of diseases, Middle Age, Islamic, death",4,205079
ITT1ST0013HS0013CN000259T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"If we will be able to accept and integrate into our society those who arrive from other countries, there will be an enrichment for everyone.",train,"enrichment for everyone, other countries, society",3,"die of diseases, Middle Age, Islamic, death",4,212239
ITT1ST0013HS0013CN000260T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"I know more Italians that are always sick and at home, than Islamists.",train,"more Italians, home, Islamists, sick",4,"die of diseases, Middle Age, Islamic, death",4,402207
ITT1ST0013HS0013CN000261T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,We have no news of particular infectious diseases in Islamic countries.,train,"diseases in islamic countries, particular infectious diseases, news",3,"die of diseases, Middle Age, Islamic, death",4,394001
ITT1ST0013HS0013CN000262T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,What diseases are you talking about?,train,"talking, diseases",2,"die of diseases, Middle Age, Islamic, death",4,0
ITT1ST0013HS0013CN000263T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"Truly, if we come back to the Middle Ages, I would hope to finish in the Islamic world. They are the ones who brought us out of the dark ages. The Islamic world after the Roman Empire and before the Enlightenment was the cradle of humanity, for almost a thousand years.",train,"cradle of humanity, islamic world, enlightenment, Roman Empire, Middle Ages",5,"die of diseases, Middle Age, Islamic, death",4,156911
ITT1ST0013HS0013CN000264T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"Good evening, then you confirm to me that all countries with an Islamic majority are poor and sites of diseases that disappeared? Can you link me to an analysis about it? Thank you.",train,"islamic majority, sites of diseases, good evening, countries, analysis",5,"die of diseases, Middle Age, Islamic, death",4,254018
ITT1ST0013HS0013CN000265T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"Excuse me, why should we suffer from hunger because of Muslims? Can you tell me why, please?",train,"hunger, Muslims",2,"die of diseases, Middle Age, Islamic, death",4,168621
ITT1ST0013HS0013CN000266T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"In my opinion you attribute to Islam a power which it does not have, the maldistribution of wealth and thus of the access to food and water must be ascribed to the local governments and to the excessive power of the multinationals; it is like saying that we will suffer from hunger and diseases because of Christians or Buddhists or Hindus.",train,"maldistribution of wealth, excessive power, local governments, access, power",5,"die of diseases, Middle Age, Islamic, death",4,336959
ITT1ST0013HS0013CN000267T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"When we were in the Middle Ages, the 'Islamics' as you call them, lived a period of incredible wealth and prosperity, so I think we should let them in.",train,"period of incredible wealth, prosperity, Middle Ages, Islamics",4,"die of diseases, Middle Age, Islamic, death",4,162098
ITT1ST0013HS0013CN000268T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,The Islamists are not suffering from medieval diseases.,train,"medieval diseases, suffering, Islamists",3,"die of diseases, Middle Age, Islamic, death",4,0
ITT1ST0013HS0013CN000269T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,For what reason? Can you explain your theory?,train,theory,1,"die of diseases, Middle Age, Islamic, death",4,0
ITT1ST0013HS0013CN000270T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"While it is well documented that Western colonization brought many diseases among colonized indigenous, there are no proofs of the contrary,that the recent immigration in Italy has brought any disease. Muslims are also two billion, very different from each other in lifestyles and levels of health care.",train,"immigration in Italy, recent immigration, western colonization, levels of health care, many diseases",5,"die of diseases, Middle Age, Islamic, death",4,154567
ITT1ST0013HS0013CN000271T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"Among the Muslims, as among Christians, there are persons that are very conservative and others that are very open and share the values",train,"conservative, persons, christians, Muslims",4,"die of diseases, Middle Age, Islamic, death",4,216726
ITT1ST0013HS0013CN000272T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"Prejudices are of the Middle Ages, you cannot generalize, most Muslims are not integralists.",train,"most Muslims, Middle Ages, prejudices, integralists",4,"die of diseases, Middle Age, Islamic, death",4,156591
ITT1ST0013HS0013CN000273T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"At the moment I am still in credit, I take advantage of the fact that we imported kebab to prevent starvation.",train,"starvation, moment, credit, kebab",4,"die of diseases, Middle Age, Islamic, death",4,297916
ITT1ST0013HS0013CN000274T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"Do you have data related to the incidence of diseases because of the migration? For me, it does not appear so.",train,"incidence of diseases, migration, data",3,"die of diseases, Middle Age, Islamic, death",4,248957
ITT1ST0013HS0013CN000275T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,It does not appear to me that there are correlations between the Islamic faith and the fact of being affected by a disease.,train,"islamic faith, correlations, disease",3,"die of diseases, Middle Age, Islamic, death",4,181422
ITT1ST0013HS0013CN000276T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,I'm afraid that you've seen too many doomsday movies.,train,"many doomsday movies, afraid",2,"die of diseases, Middle Age, Islamic, death",4,0
ITT1ST0013HS0013CN000277T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"Diversity should be a resource, not something to fear. From comparison with the other, we can learn a lot.",train,"diversity, resource",2,"die of diseases, Middle Age, Islamic, death",4,174010
ITT1ST0013HS0013CN000278T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,How will they limit our food and will it increase diseases?,train,"food, diseases",2,"die of diseases, Middle Age, Islamic, death",4,240282
ITT1ST0013HS0013CN000279T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,The organizations of healthcare have not launched any alarm about the reappearance of eradicated diseases.,train,"organizations of healthcare, reappearance, diseases, alarm",4,"die of diseases, Middle Age, Islamic, death",4,171310
ITT1ST0013HS0013CN000280T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,The worst diseases are those who eat your soul and do not look if you were born in Sparta or Rome.,train,"worst diseases, Sparta, Rome, soul",4,"die of diseases, Middle Age, Islamic, death",4,177012
ITT1ST0013HS0013CN000281T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"Why will we suffer from hunger? Migrants do not deplete the social base, in which they are inserted.",train,"social base, migrants, hunger",3,"die of diseases, Middle Age, Islamic, death",4,165869
ITT1ST0013HS0013CN000282T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,The principles of the Islamic religion are not incompatible with Western culture.,train,"western culture, islamic religion, incompatible, principles",4,"die of diseases, Middle Age, Islamic, death",4,168453
ITT1ST0013HS0013CN000283T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"I eat as usual and I get the usual flu, and you?",train,usual flu,1,"die of diseases, Middle Age, Islamic, death",4,154437
ITT1ST0013HS0013CN000284T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"The Middle Ages is not represented by professing one religion instead of another, it is rather represented by discriminating on the basis of someone's faith.",train,"basis of someone, someone 's faith, Middle Ages, religion, professing",5,"die of diseases, Middle Age, Islamic, death",4,169163
ITT1ST0013HS0013CN000285T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"The Middle Ages was not so negative as a period, Islam has been a cradle of civilization.",train,"cradle of civilization, Middle Ages, period, negative, Islam",5,"die of diseases, Middle Age, Islamic, death",4,257213
ITT1ST0013HS0013CN000286T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,The number of incoming Muslims is too small to make significant changes in our society and healthcare.,train,"number of incoming Muslims, significant changes, society, healthcare",4,"die of diseases, Middle Age, Islamic, death",4,209712
ITT1ST0013HS0013CN000287T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,I do not think there is anything that can confirm this type of bond. It seems instead an unfounded statement that spread only fear and contempt against categories of persons.,train,"unfounded statement, contempt against categories, type of bond, fear, persons",5,"die of diseases, Middle Age, Islamic, death",4,204674
ITT1ST0013HS0013CN000288T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,Really? It seems to me that it is a comment a bit excessive.,train,comment,1,"die of diseases, Middle Age, Islamic, death",4,236429
ITT1ST0013HS0013CN000289T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,Could you indicate a source that accepts the link between the presence of Muslim citizens and the diseases that you mentioned?,train,"presence of muslim citizens, diseases, link",3,"die of diseases, Middle Age, Islamic, death",4,186251
ITT1ST0013HS0013CN000290T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,Tolerance and sharing are typical of Western society. We must ensure that our science acts in favour of all in the world.,train,"tolerance, science, western society, world, favour",5,"die of diseases, Middle Age, Islamic, death",4,458647
ITT1ST0013HS0013CN000291T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"I don't know of any case of infectious diseases brought by migrants, from what source did you take this belief?",train,"case of infectious diseases, belief, migrants",3,"die of diseases, Middle Age, Islamic, death",4,175852
ITT1ST0013HS0013CN000292T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"Excuse me, but if the diseases disappeared how can they return?",train,diseases,1,"die of diseases, Middle Age, Islamic, death",4,162825
ITT1ST0013HS0013CN000293T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"Excuse me, but what do you mean? Have you seen the latest figures? Http://www.healthdesk.it/scenari/non-vero-che-portano-malattie-miti-migranti-sfatati-dati.",train,latest figures,1,"die of diseases, Middle Age, Islamic, death",4,154970
ITT1ST0013HS0013CN000294T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"Look, the only disease that really is eradicated worldwide is smallpox, the others have not been eradicated.",train,"only disease, look, smallpox",3,"die of diseases, Middle Age, Islamic, death",4,357269
ITT1ST0013HS0013CN000295T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,I think it's best to check before making certain statements. I've never heard of Muslims who would have reduced someone to hunger or would have sent illnesses typical of their religious affiliation here in Italy.,train,"religious affiliation, certain statements, hunger, illnesses, Italy",5,"die of diseases, Middle Age, Islamic, death",4,184541
ITT1ST0013HS0013CN000296T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,It is more likely that those who arrive will start to die of pollution.,train,"pollution, likely",2,"die of diseases, Middle Age, Islamic, death",4,306417
ITT1ST0013HS0013CN000297T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"It seems to me that we are no longer in the Middle Ages. However, this statement against Muslims really brings us back to the time of the Crusades.",train,"statement against Muslims, Middle Ages, Crusades",3,"die of diseases, Middle Age, Islamic, death",4,155665
ITT1ST0013HS0013CN000298T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"There is no connection between Islam, hunger and diseases.",train,"connection between Islam, hunger, diseases",3,"die of diseases, Middle Age, Islamic, death",4,0
ITT1ST0013HS0013CN000299T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"Good evening, what is the connection between Islam and the return of hunger and disease?",train,"connection between Islam, return of hunger, good evening, disease",4,"die of diseases, Middle Age, Islamic, death",4,181615
ITT1ST0013HS0013CN000300T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"Good morning, the Muslim population in Italy does not exceed 5%, How could this represent a threat to Italians?",train,"population in Italy, muslim population, good morning, Italians, threat",5,"die of diseases, Middle Age, Islamic, death",4,202829
ITT1ST0013HS0013CN000301T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"The presence of Muslims does not implicate in any way an increase of diseases and food problems: there are many Muslims in a lot of developed countries, such as France, Germany and the UK.",train,"presence of Muslims, lot of developed countries, increase of diseases, France, many Muslims",5,"die of diseases, Middle Age, Islamic, death",4,188187
ITT1ST0013HS0013CN000302T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"There are almost two billion Muslims in the world, in many countries, and they are very different. The most modern and evolved Islamic countries have cultural levels comparable to those of many Western countries. Generalizing is not correct.",train,"many western countries, many countries, cultural levels, Islamic countries, world",5,"die of diseases, Middle Age, Islamic, death",4,427474
ITT1ST0013HS0013CN000303T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,I do not believe that people of a particular religious affiliation would be able to cause diseases and reduce us to starvation.,train,"particular religious affiliation, starvation, people, diseases",4,"die of diseases, Middle Age, Islamic, death",4,619038
ITT1ST0013HS0013CN000304T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"While newspapers tend to look for a link between the presence of foreign citizens and the increase of diseases, I think that we should be more cautious because no research shows this bond.",train,"presence of foreign citizens, cautious because no research, increase of diseases, newspapers, bond",5,"die of diseases, Middle Age, Islamic, death",4,188966
ITT1ST0013HS0013CN000305T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"The percentage of Muslims in Italy is around 3%, which is very low. Even if it would be true that they are culturally backward (and often it is not true), a reduced number can hardly change the cultural base of a population.",train,"percentage of Muslims, population, cultural base, Italy",4,"die of diseases, Middle Age, Islamic, death",4,212794
